ObservationLocation                    ,ObservationCode,ObservationURL,ObservationState
"Albert Lea, Albert Lea Municipal Airport (KAEL)",KAEL,http://w1.weather.gov/xml/current_obs/display.php?stid=KAEL,MN
"Alexandria, Chandler Field (KAXN)",KAXN,http://w1.weather.gov/xml/current_obs/display.php?stid=KAXN,MN
Appleton Municipal Airport (KAQP),KAQP,http://w1.weather.gov/xml/current_obs/display.php?stid=KAQP,MN
Austin Municipal (KAUM),KAUM,http://w1.weather.gov/xml/current_obs/display.php?stid=KAUM,MN
Baudette International Airport (KBDE),KBDE,http://w1.weather.gov/xml/current_obs/display.php?stid=KBDE,MN
Bemidji (KBJI),KBJI,http://w1.weather.gov/xml/current_obs/display.php?stid=KBJI,MN
Benson Municipal Airport (KBBB),KBBB,http://w1.weather.gov/xml/current_obs/display.php?stid=KBBB,MN
Bigfork Municipal Airport (KFOZ),KFOZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KFOZ,MN
Brainerd - Crow Wing County Airport (KBRD),KBRD,http://w1.weather.gov/xml/current_obs/display.php?stid=KBRD,MN
"Buffalo, Buffalo Municipal Airport (KCFE)",KCFE,http://w1.weather.gov/xml/current_obs/display.php?stid=KCFE,MN
Cambridge Municipal Airport (KCBG),KCBG,http://w1.weather.gov/xml/current_obs/display.php?stid=KCBG,MN
Canby Airfield (KCNB),KCNB,http://w1.weather.gov/xml/current_obs/display.php?stid=KCNB,MN
Chisholm-Hibbing Airport (KHIB),KHIB,http://w1.weather.gov/xml/current_obs/display.php?stid=KHIB,MN
Cloquet Carlton County Airport (KCOQ),KCOQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KCOQ,MN
Cook Municipal Airport (KCQM),KCQM,http://w1.weather.gov/xml/current_obs/display.php?stid=KCQM,MN
Crane Lake - Scotts Seaplane Base (KCDD),KCDD,http://w1.weather.gov/xml/current_obs/display.php?stid=KCDD,MN
Crookston Municipal Field (KCKN),KCKN,http://w1.weather.gov/xml/current_obs/display.php?stid=KCKN,MN
Detroit Lakes Airport-Wething Field (KDTL),KDTL,http://w1.weather.gov/xml/current_obs/display.php?stid=KDTL,MN
Dodge Center Airport (KTOB),KTOB,http://w1.weather.gov/xml/current_obs/display.php?stid=KTOB,MN
Downtown Holman Field (KSTP),KSTP,http://w1.weather.gov/xml/current_obs/display.php?stid=KSTP,MN
Duluth - Sky Harbor Airport (KDYT),KDYT,http://w1.weather.gov/xml/current_obs/display.php?stid=KDYT,MN
Duluth International Airport (KDLH),KDLH,http://w1.weather.gov/xml/current_obs/display.php?stid=KDLH,MN
Elbow Lake Municipal Airport (KY63),KY63,http://w1.weather.gov/xml/current_obs/display.php?stid=KY63,MN
"Ely, Ely Municipal Airport (KELO)",KELO,http://w1.weather.gov/xml/current_obs/display.php?stid=KELO,MN
Eveleth-Virginia Municipal Airport (KEVM),KEVM,http://w1.weather.gov/xml/current_obs/display.php?stid=KEVM,MN
"Fairmont, Fairmont Municipal Airport (KFRM)",KFRM,http://w1.weather.gov/xml/current_obs/display.php?stid=KFRM,MN
Falls International Airport (KINL),KINL,http://w1.weather.gov/xml/current_obs/display.php?stid=KINL,MN
"Faribault, Faribault Municipal Airport (KFBL)",KFBL,http://w1.weather.gov/xml/current_obs/display.php?stid=KFBL,MN
Fergus Falls Municipal Airport-Einar Mickel (KFFM),KFFM,http://w1.weather.gov/xml/current_obs/display.php?stid=KFFM,MN
Flag Island (KFGN),KFGN,http://w1.weather.gov/xml/current_obs/display.php?stid=KFGN,MN
"Fosston, Fosston Municipal Airport (KFSE)",KFSE,http://w1.weather.gov/xml/current_obs/display.php?stid=KFSE,MN
Glencoe Municipal Airport (KGYL),KGYL,http://w1.weather.gov/xml/current_obs/display.php?stid=KGYL,MN
Glenwood Municipal Airport (KGHW),KGHW,http://w1.weather.gov/xml/current_obs/display.php?stid=KGHW,MN
"Grand Marais, The Bay of Grand Marais (KGNA)",KGNA,http://w1.weather.gov/xml/current_obs/display.php?stid=KGNA,MN
Grand Marais/Cook County Airport (KCKC),KCKC,http://w1.weather.gov/xml/current_obs/display.php?stid=KCKC,MN
"Grand Rapids, Grand Rapids/Itasca County Airport-Gordon Newstrom Field (KGPZ)",KGPZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KGPZ,MN
"Granite Falls, Granite Falls Municipal Airport/Lenzen-Roe Memorial Field (KGDB)",KGDB,http://w1.weather.gov/xml/current_obs/display.php?stid=KGDB,MN
Hallock Municipal Airport (KHCO),KHCO,http://w1.weather.gov/xml/current_obs/display.php?stid=KHCO,MN
Hinckley Field of Dreams Airport (K04W),K04W,http://w1.weather.gov/xml/current_obs/display.php?stid=K04W,MN
"Hutchinson, Hutchinson Municipal Airport-Butler Field (KHCD)",KHCD,http://w1.weather.gov/xml/current_obs/display.php?stid=KHCD,MN
"Jackson, Jackson Municipal Airport (KMJQ)",KMJQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KMJQ,MN
Lake Elmo Airport (K21D),K21D,http://w1.weather.gov/xml/current_obs/display.php?stid=K21D,MN
Litchfield Municipal Airport (KLJF),KLJF,http://w1.weather.gov/xml/current_obs/display.php?stid=KLJF,MN
"Little Falls, Little Falls/Morrison County Airport-Lindbergh Field (KLXL)",KLXL,http://w1.weather.gov/xml/current_obs/display.php?stid=KLXL,MN
"Longville, Longville Municipal Airport (KXVG)",KXVG,http://w1.weather.gov/xml/current_obs/display.php?stid=KXVG,MN
"Madison, Madison-Lac Qui Parle County Airport (KDXX)",KDXX,http://w1.weather.gov/xml/current_obs/display.php?stid=KDXX,MN
Mahnomen County Airport (K3N8),K3N8,http://w1.weather.gov/xml/current_obs/display.php?stid=K3N8,MN
"Mankato, Mankato Regional Airport (KMKT)",KMKT,http://w1.weather.gov/xml/current_obs/display.php?stid=KMKT,MN
"Maple Lake, Maple Lake Municipal Airport (KMGG)",KMGG,http://w1.weather.gov/xml/current_obs/display.php?stid=KMGG,MN
"Marshall, Southwest Minnesota Regional Airport - Marshall/Ryan Field (KMML)",KMML,http://w1.weather.gov/xml/current_obs/display.php?stid=KMML,MN
Mc Gregor - Isedor Iverson Airport (KHZX),KHZX,http://w1.weather.gov/xml/current_obs/display.php?stid=KHZX,MN
Minneapolis - Flying Cloud Airport (KFCM),KFCM,http://w1.weather.gov/xml/current_obs/display.php?stid=KFCM,MN
Minneapolis / Blaine (KANE),KANE,http://w1.weather.gov/xml/current_obs/display.php?stid=KANE,MN
"Minneapolis, Airlake Airport (KLVN)",KLVN,http://w1.weather.gov/xml/current_obs/display.php?stid=KLVN,MN
"Minneapolis, Crystal Airport (KMIC)",KMIC,http://w1.weather.gov/xml/current_obs/display.php?stid=KMIC,MN
"Minneapolis, Minneapolis-St. Paul International Airport (KMSP)",KMSP,http://w1.weather.gov/xml/current_obs/display.php?stid=KMSP,MN
Montevideo-Chippewa County Airport (KMVE),KMVE,http://w1.weather.gov/xml/current_obs/display.php?stid=KMVE,MN
Moorhead Municipal Airport (KJKJ),KJKJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KJKJ,MN
Moose Lake Carlton County Airport (KMZH),KMZH,http://w1.weather.gov/xml/current_obs/display.php?stid=KMZH,MN
Mora Municipal Airport (KJMR),KJMR,http://w1.weather.gov/xml/current_obs/display.php?stid=KJMR,MN
"Morris, Morris Municipal Airport (KMOX)",KMOX,http://w1.weather.gov/xml/current_obs/display.php?stid=KMOX,MN
New Ulm Municipal Airport (KULM),KULM,http://w1.weather.gov/xml/current_obs/display.php?stid=KULM,MN
Olivia Regional Airport (KOVL),KOVL,http://w1.weather.gov/xml/current_obs/display.php?stid=KOVL,MN
Orr Regional Airport (KORB),KORB,http://w1.weather.gov/xml/current_obs/display.php?stid=KORB,MN
"Ortonville, Ortonville Muncipal-Martinson Field Airport (KVVV)",KVVV,http://w1.weather.gov/xml/current_obs/display.php?stid=KVVV,MN
Owatonna Degner Regional Airport (KOWA),KOWA,http://w1.weather.gov/xml/current_obs/display.php?stid=KOWA,MN
Park Rapids Municipal Airport (KPKD),KPKD,http://w1.weather.gov/xml/current_obs/display.php?stid=KPKD,MN
"Paynesville, Paynesville Municipal Airport (KPEX)",KPEX,http://w1.weather.gov/xml/current_obs/display.php?stid=KPEX,MN
Pine River Regional Airport (KPWC),KPWC,http://w1.weather.gov/xml/current_obs/display.php?stid=KPWC,MN
Pipestone Municipal Airport (KPQN),KPQN,http://w1.weather.gov/xml/current_obs/display.php?stid=KPQN,MN
"Preston, Fillmore County Airport (KFKA)",KFKA,http://w1.weather.gov/xml/current_obs/display.php?stid=KFKA,MN
Princeton (KPNM),KPNM,http://w1.weather.gov/xml/current_obs/display.php?stid=KPNM,MN
Quentin Aanenson Field Airport (KLYV),KLYV,http://w1.weather.gov/xml/current_obs/display.php?stid=KLYV,MN
Redwood Falls Municipal Airport (KRWF),KRWF,http://w1.weather.gov/xml/current_obs/display.php?stid=KRWF,MN
Rochester - St. Mary's Hospital Heliport (K9MN),K9MN,http://w1.weather.gov/xml/current_obs/display.php?stid=K9MN,MN
"Rochester, Rochester International Airport (KRST)",KRST,http://w1.weather.gov/xml/current_obs/display.php?stid=KRST,MN
"Roseau, Roseau Municipal Airport/Rudy Billberg Field (KROX)",KROX,http://w1.weather.gov/xml/current_obs/display.php?stid=KROX,MN
Rush City Regional Airport (KROS),KROS,http://w1.weather.gov/xml/current_obs/display.php?stid=KROS,MN
Sauk Centre Municipal Airport (KD39),KD39,http://w1.weather.gov/xml/current_obs/display.php?stid=KD39,MN
Silver Bay (KBFW),KBFW,http://w1.weather.gov/xml/current_obs/display.php?stid=KBFW,MN
Slayton Municipal Airport (KDVP),KDVP,http://w1.weather.gov/xml/current_obs/display.php?stid=KDVP,MN
South St. Paul Municipal-Richard E. Flemi (KSGS),KSGS,http://w1.weather.gov/xml/current_obs/display.php?stid=KSGS,MN
St. Cloud Regional Airport (KSTC),KSTC,http://w1.weather.gov/xml/current_obs/display.php?stid=KSTC,MN
St. James Municipal Airport (KJYG),KJYG,http://w1.weather.gov/xml/current_obs/display.php?stid=KJYG,MN
Stanton Airfield (KSYN),KSYN,http://w1.weather.gov/xml/current_obs/display.php?stid=KSYN,MN
"Staples, Staples Municipal Airport (KSAZ)",KSAZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KSAZ,MN
"Thief River Falls, Thief River Falls Regional Airport (KTVF)",KTVF,http://w1.weather.gov/xml/current_obs/display.php?stid=KTVF,MN
Todd Field Airport (K14Y),K14Y,http://w1.weather.gov/xml/current_obs/display.php?stid=K14Y,MN
"Tracy, Tracy Municipal Airport (KTKC)",KTKC,http://w1.weather.gov/xml/current_obs/display.php?stid=KTKC,MN
Two Harbors (KTWM),KTWM,http://w1.weather.gov/xml/current_obs/display.php?stid=KTWM,MN
Wadena Municipal Airport (KADC),KADC,http://w1.weather.gov/xml/current_obs/display.php?stid=KADC,MN
Walker Municipal Airport (KY49),KY49,http://w1.weather.gov/xml/current_obs/display.php?stid=KY49,MN
Warroad International Memorial Airport (KRRT),KRRT,http://w1.weather.gov/xml/current_obs/display.php?stid=KRRT,MN
Waseca Municipal Airport (KACQ),KACQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KACQ,MN
Waskish Municipal Airport (KVWU),KVWU,http://w1.weather.gov/xml/current_obs/display.php?stid=KVWU,MN
Wheaton Municipal Airport (KETH),KETH,http://w1.weather.gov/xml/current_obs/display.php?stid=KETH,MN
Willmar Municipal Airport - John L. Rice Field (KBDH),KBDH,http://w1.weather.gov/xml/current_obs/display.php?stid=KBDH,MN
Windom Municipal Airport (KMWM),KMWM,http://w1.weather.gov/xml/current_obs/display.php?stid=KMWM,MN
"Winona, Winona Municipal Airport-Max Conrad Field (KONA)",KONA,http://w1.weather.gov/xml/current_obs/display.php?stid=KONA,MN
"Worthington, Worthington Municipal Airport (KOTG)",KOTG,http://w1.weather.gov/xml/current_obs/display.php?stid=KOTG,MN
Branson (KBBG),KBBG,http://w1.weather.gov/xml/current_obs/display.php?stid=KBBG,MO
Branson West Muni - Emerson Field (KFWB),KFWB,http://w1.weather.gov/xml/current_obs/display.php?stid=KFWB,MO
Camdenton Memorial Airport (KOZS),KOZS,http://w1.weather.gov/xml/current_obs/display.php?stid=KOZS,MO
"Cape Girardeau, Cape Girardeau Regional Airport (KCGI)",KCGI,http://w1.weather.gov/xml/current_obs/display.php?stid=KCGI,MO
"Chillicothe, Chillicothe Agri-Science Center (KCDJ)",KCDJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KCDJ,MO
"Clinton, MO (KGLY)",KGLY,http://w1.weather.gov/xml/current_obs/display.php?stid=KGLY,MO
"Columbia, Columbia Regional Airport (KCOU)",KCOU,http://w1.weather.gov/xml/current_obs/display.php?stid=KCOU,MO
Farmington Airport (KFAM),KFAM,http://w1.weather.gov/xml/current_obs/display.php?stid=KFAM,MO
Fort Leonard Wood (KTBN),KTBN,http://w1.weather.gov/xml/current_obs/display.php?stid=KTBN,MO
Hannibal Regional Airport (KHAE),KHAE,http://w1.weather.gov/xml/current_obs/display.php?stid=KHAE,MO
Harrisonville Lawrence Smith Memorial Airport (KLRY),KLRY,http://w1.weather.gov/xml/current_obs/display.php?stid=KLRY,MO
"Jefferson City, Jefferson City Memorial Airport (KJEF)",KJEF,http://w1.weather.gov/xml/current_obs/display.php?stid=KJEF,MO
Jesse Viertel Memorial Airport (KVER),KVER,http://w1.weather.gov/xml/current_obs/display.php?stid=KVER,MO
"Joplin, Joplin Regional Airport (KJLN)",KJLN,http://w1.weather.gov/xml/current_obs/display.php?stid=KJLN,MO
"Kaiser Lake Ozark, Lee C Fine Memorial Airport (KAIZ)",KAIZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KAIZ,MO
"Kansas City, Kansas City Downtown Airport (KMKC)",KMKC,http://w1.weather.gov/xml/current_obs/display.php?stid=KMKC,MO
"Kansas City, Kansas City International Airport (KMCI)",KMCI,http://w1.weather.gov/xml/current_obs/display.php?stid=KMCI,MO
Kennett - Kennett Memorial Airport (KTKX),KTKX,http://w1.weather.gov/xml/current_obs/display.php?stid=KTKX,MO
"Kirksville, Kirksville Regional Airport (KIRK)",KIRK,http://w1.weather.gov/xml/current_obs/display.php?stid=KIRK,MO
LEBANON (KLBO),KLBO,http://w1.weather.gov/xml/current_obs/display.php?stid=KLBO,MO
"Lee's Summit, Lee's Summit Municipal Airport (KLXT)",KLXT,http://w1.weather.gov/xml/current_obs/display.php?stid=KLXT,MO
Malden Municipal Airport (KMAW),KMAW,http://w1.weather.gov/xml/current_obs/display.php?stid=KMAW,MO
Marshall Memorial Municipal Airport (KMHL),KMHL,http://w1.weather.gov/xml/current_obs/display.php?stid=KMHL,MO
Maryville Northwest Missouri Regional Airport (KEVU),KEVU,http://w1.weather.gov/xml/current_obs/display.php?stid=KEVU,MO
Mexico Memorial Airport (KMYJ),KMYJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KMYJ,MO
Monett (KHFJ),KHFJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KHFJ,MO
Mosby Midwest National Air Center Airport (KGPH),KGPH,http://w1.weather.gov/xml/current_obs/display.php?stid=KGPH,MO
"Poplar Bluff, Poplar Bluff Municipal Airport (KPOF)",KPOF,http://w1.weather.gov/xml/current_obs/display.php?stid=KPOF,MO
"Rolla / Vichy, Rolla National Airport (KVIH)",KVIH,http://w1.weather.gov/xml/current_obs/display.php?stid=KVIH,MO
"Sedalia, Sedalia Memorial Airport (KDMO)",KDMO,http://w1.weather.gov/xml/current_obs/display.php?stid=KDMO,MO
Sikeston Memorial Municipal Airport (KSIK),KSIK,http://w1.weather.gov/xml/current_obs/display.php?stid=KSIK,MO
Skyhaven Airport (KRCM),KRCM,http://w1.weather.gov/xml/current_obs/display.php?stid=KRCM,MO
"Springfield, Springfield Regional Airport (KSGF)",KSGF,http://w1.weather.gov/xml/current_obs/display.php?stid=KSGF,MO
"St. Charles, St. Charles County Smartt Airport (KSET)",KSET,http://w1.weather.gov/xml/current_obs/display.php?stid=KSET,MO
"St. Joseph, Rosecrans Memorial Airport (KSTJ)",KSTJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KSTJ,MO
St. Louis Lambert International Airport (KSTL),KSTL,http://w1.weather.gov/xml/current_obs/display.php?stid=KSTL,MO
"St. Louis, Spirit Of St. Louis Airport (KSUS)",KSUS,http://w1.weather.gov/xml/current_obs/display.php?stid=KSUS,MO
Washington Regional Airport (KFYG),KFYG,http://w1.weather.gov/xml/current_obs/display.php?stid=KFYG,MO
"West Plains, West Plains Municipal Airport (KUNO)",KUNO,http://w1.weather.gov/xml/current_obs/display.php?stid=KUNO,MO
Whiteman Air Force Base (KSZL),KSZL,http://w1.weather.gov/xml/current_obs/display.php?stid=KSZL,MO
Batesville Panola County (KPMU),KPMU,http://w1.weather.gov/xml/current_obs/display.php?stid=KPMU,MS
"Bay St. Louis, Stennis International Airport (KHSA)",KHSA,http://w1.weather.gov/xml/current_obs/display.php?stid=KHSA,MS
Cleveland Municipal Airport (KRNV),KRNV,http://w1.weather.gov/xml/current_obs/display.php?stid=KRNV,MS
Columbia-Marion County Airport (K0R0),K0R0,http://w1.weather.gov/xml/current_obs/display.php?stid=K0R0,MS
Columbus Air Force Base (KCBM),KCBM,http://w1.weather.gov/xml/current_obs/display.php?stid=KCBM,MS
"Columbus/West Point/Starkville, Golden Triangle Regional Airport (KGTR)",KGTR,http://w1.weather.gov/xml/current_obs/display.php?stid=KGTR,MS
Corinth (KCRX),KCRX,http://w1.weather.gov/xml/current_obs/display.php?stid=KCRX,MS
"Fletcher Field, Clarksdale (KCKM)",KCKM,http://w1.weather.gov/xml/current_obs/display.php?stid=KCKM,MS
"George M Bryan Airport, Starkville (KSTF)",KSTF,http://w1.weather.gov/xml/current_obs/display.php?stid=KSTF,MS
"Greenville, Mid Delta Regional Airport (KGLH)",KGLH,http://w1.weather.gov/xml/current_obs/display.php?stid=KGLH,MS
"Greenwood, Greenwood-LeFlore Airport (KGWO)",KGWO,http://w1.weather.gov/xml/current_obs/display.php?stid=KGWO,MS
Gulfport - Gulfport-Biloxi International Airport (KGPT),KGPT,http://w1.weather.gov/xml/current_obs/display.php?stid=KGPT,MS
"Hattiesburg, Bobby L Chain Municipal Airport (KHBG)",KHBG,http://w1.weather.gov/xml/current_obs/display.php?stid=KHBG,MS
"Hattiesburg/Laurel, Hattiesburg-Laurel Regional Airport (KPIB)",KPIB,http://w1.weather.gov/xml/current_obs/display.php?stid=KPIB,MS
"Jackson, Hawkins Field Airport (KHKS)",KHKS,http://w1.weather.gov/xml/current_obs/display.php?stid=KHKS,MS
"Jackson, Jackson International Airport (KJAN)",KJAN,http://w1.weather.gov/xml/current_obs/display.php?stid=KJAN,MS
JB Williams Airport (KJVW),KJVW,http://w1.weather.gov/xml/current_obs/display.php?stid=KJVW,MS
Keesler Air Force Base / Biloxi (KBIX),KBIX,http://w1.weather.gov/xml/current_obs/display.php?stid=KBIX,MS
LAUREL/NOBLE FIELD (KLUL),KLUL,http://w1.weather.gov/xml/current_obs/display.php?stid=KLUL,MS
Madison Bruce Campbell Field Airport (KMBO),KMBO,http://w1.weather.gov/xml/current_obs/display.php?stid=KMBO,MS
"McComb, McComb / Pike County / John E Lewis Field Airport (KMCB)",KMCB,http://w1.weather.gov/xml/current_obs/display.php?stid=KMCB,MS
"Meridian, Key Field (KMEI)",KMEI,http://w1.weather.gov/xml/current_obs/display.php?stid=KMEI,MS
"Meridian, Meridian Naval Air Station - McCain Field (KNMM)",KNMM,http://w1.weather.gov/xml/current_obs/display.php?stid=KNMM,MS
Moss Point - Trent Lott International Airport (KPQL),KPQL,http://w1.weather.gov/xml/current_obs/display.php?stid=KPQL,MS
Nakika Subsea Development Platform (KIKT),KIKT,http://w1.weather.gov/xml/current_obs/display.php?stid=KIKT,MS
"Natchez, Hardy-Anders Field Natchez-Adams County Airport (KHEZ)",KHEZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KHEZ,MS
"Olive Branch, Olive Branch Airport (KOLV)",KOLV,http://w1.weather.gov/xml/current_obs/display.php?stid=KOLV,MS
"Oxford, University-Oxford Airport (KUOX)",KUOX,http://w1.weather.gov/xml/current_obs/display.php?stid=KUOX,MS
"Tunica, Tunica Municipal Airport (KUTA)",KUTA,http://w1.weather.gov/xml/current_obs/display.php?stid=KUTA,MS
"Tupelo, Tupelo Regional Airport (KTUP)",KTUP,http://w1.weather.gov/xml/current_obs/display.php?stid=KTUP,MS
Vicksburg Municipal (KVKS),KVKS,http://w1.weather.gov/xml/current_obs/display.php?stid=KVKS,MS
WEST DELTA OIL PLATFORM (KDLP),KDLP,http://w1.weather.gov/xml/current_obs/display.php?stid=KDLP,MS
Winona-Montgomery County Airport (K5A6),K5A6,http://w1.weather.gov/xml/current_obs/display.php?stid=K5A6,MS
"Baker, Baker Municipal Airport (KBHK)",KBHK,http://w1.weather.gov/xml/current_obs/display.php?stid=KBHK,MT
"Billings, Billings Logan International Airport (KBIL)",KBIL,http://w1.weather.gov/xml/current_obs/display.php?stid=KBIL,MT
"Bozeman, Gallatin Field (KBZN)",KBZN,http://w1.weather.gov/xml/current_obs/display.php?stid=KBZN,MT
"Butte, Bert Mooney Airport (KBTM)",KBTM,http://w1.weather.gov/xml/current_obs/display.php?stid=KBTM,MT
"Cut Bank, Cut Bank Municipal Airport (KCTB)",KCTB,http://w1.weather.gov/xml/current_obs/display.php?stid=KCTB,MT
"Dillon, Dillon Airport (KDLN)",KDLN,http://w1.weather.gov/xml/current_obs/display.php?stid=KDLN,MT
Ennis - Big Sky Airport (KEKS),KEKS,http://w1.weather.gov/xml/current_obs/display.php?stid=KEKS,MT
"Glasgow, Glasgow International Airport (KGGW)",KGGW,http://w1.weather.gov/xml/current_obs/display.php?stid=KGGW,MT
"Glendive, Dawson Community Airport (KGDV)",KGDV,http://w1.weather.gov/xml/current_obs/display.php?stid=KGDV,MT
"Great Falls, Great Falls International Airport (KGTF)",KGTF,http://w1.weather.gov/xml/current_obs/display.php?stid=KGTF,MT
"Havre, Havre City-County Airport (KHVR)",KHVR,http://w1.weather.gov/xml/current_obs/display.php?stid=KHVR,MT
Helena Regional Airport (KHLN),KHLN,http://w1.weather.gov/xml/current_obs/display.php?stid=KHLN,MT
"Jordan, Jordan Airport (KJDN)",KJDN,http://w1.weather.gov/xml/current_obs/display.php?stid=KJDN,MT
"Kalispell, Glacier Park International Airport (KGPI)",KGPI,http://w1.weather.gov/xml/current_obs/display.php?stid=KGPI,MT
"Lewistown, Lewistown Municipal Airport (KLWT)",KLWT,http://w1.weather.gov/xml/current_obs/display.php?stid=KLWT,MT
"Livingston, Mission Field Airport (KLVM)",KLVM,http://w1.weather.gov/xml/current_obs/display.php?stid=KLVM,MT
Malmstrom Air Force Base (KGFA),KGFA,http://w1.weather.gov/xml/current_obs/display.php?stid=KGFA,MT
Malta Airport (KM75),KM75,http://w1.weather.gov/xml/current_obs/display.php?stid=KM75,MT
"Miles City, Frank Wiley Field Airport (KMLS)",KMLS,http://w1.weather.gov/xml/current_obs/display.php?stid=KMLS,MT
"Missoula, Missoula International Airport (KMSO)",KMSO,http://w1.weather.gov/xml/current_obs/display.php?stid=KMSO,MT
"Mullan Pass, Mullan Pass Vor (KMLP)",KMLP,http://w1.weather.gov/xml/current_obs/display.php?stid=KMLP,MT
N BAR Ranch Airport (KMVH),KMVH,http://w1.weather.gov/xml/current_obs/display.php?stid=KMVH,MT
Sidney-Richland (KSDY),KSDY,http://w1.weather.gov/xml/current_obs/display.php?stid=KSDY,MT
West Yellowstone (KWYS),KWYS,http://w1.weather.gov/xml/current_obs/display.php?stid=KWYS,MT
"Wolf Point, Clayton Airport (KOLF)",KOLF,http://w1.weather.gov/xml/current_obs/display.php?stid=KOLF,MT
"Ahoskie, Tri-County Airport (KASJ)",KASJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KASJ,NC
"Albemarle, Stanly County Airport (KVUJ)",KVUJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KVUJ,NC
Andrews-Murphy Airport (KRHP),KRHP,http://w1.weather.gov/xml/current_obs/display.php?stid=KRHP,NC
Anson County Airport (KAFP),KAFP,http://w1.weather.gov/xml/current_obs/display.php?stid=KAFP,NC
"Asheboro, Asheboro Municipal Airport (KHBI)",KHBI,http://w1.weather.gov/xml/current_obs/display.php?stid=KHBI,NC
"Asheville, Asheville Regional Airport (KAVL)",KAVL,http://w1.weather.gov/xml/current_obs/display.php?stid=KAVL,NC
Beaufort Smith Field (KMRH),KMRH,http://w1.weather.gov/xml/current_obs/display.php?stid=KMRH,NC
Bogue Field Marine Corps Auxiliary Field (KNJM),KNJM,http://w1.weather.gov/xml/current_obs/display.php?stid=KNJM,NC
Brunswick County Airport (KSUT),KSUT,http://w1.weather.gov/xml/current_obs/display.php?stid=KSUT,NC
Burlington Alamance Regional Airport (KBUY),KBUY,http://w1.weather.gov/xml/current_obs/display.php?stid=KBUY,NC
"Chapel Hill, Williams Airport (KIGX)",KIGX,http://w1.weather.gov/xml/current_obs/display.php?stid=KIGX,NC
"Charlotte, Charlotte / Douglas International Airport (KCLT)",KCLT,http://w1.weather.gov/xml/current_obs/display.php?stid=KCLT,NC
Cherry Point Marine Corps Air Station (KNKT),KNKT,http://w1.weather.gov/xml/current_obs/display.php?stid=KNKT,NC
Concord Regional Airport (KJQF),KJQF,http://w1.weather.gov/xml/current_obs/display.php?stid=KJQF,NC
"Currituck, Currituck County Airport (KONX)",KONX,http://w1.weather.gov/xml/current_obs/display.php?stid=KONX,NC
Dare County Gunnery Range (K2DP),K2DP,http://w1.weather.gov/xml/current_obs/display.php?stid=K2DP,NC
Duplin County Airport (KDPL),KDPL,http://w1.weather.gov/xml/current_obs/display.php?stid=KDPL,NC
"Edenton, Northeastern Regional Airport (KEDE)",KEDE,http://w1.weather.gov/xml/current_obs/display.php?stid=KEDE,NC
Elizabeth City C/G Regional Airport (KECG),KECG,http://w1.weather.gov/xml/current_obs/display.php?stid=KECG,NC
"Erwin, Harnett County Airport (KHRJ)",KHRJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KHRJ,NC
"Fayetteville, Fayetteville Regional Airport (KFAY)",KFAY,http://w1.weather.gov/xml/current_obs/display.php?stid=KFAY,NC
Fort Bragg / Simmons Army Airfield (KFBG),KFBG,http://w1.weather.gov/xml/current_obs/display.php?stid=KFBG,NC
Franklin County Airport (KLHZ),KLHZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KLHZ,NC
Gastonia Municipal Airport (KAKH),KAKH,http://w1.weather.gov/xml/current_obs/display.php?stid=KAKH,NC
"Goldsboro, Goldsboro-Wayne Municipal Airport (KGWW)",KGWW,http://w1.weather.gov/xml/current_obs/display.php?stid=KGWW,NC
"Greensboro, Piedmont Triad International Airport (KGSO)",KGSO,http://w1.weather.gov/xml/current_obs/display.php?stid=KGSO,NC
Halifax-Northampton Regional Airport (KIXA),KIXA,http://w1.weather.gov/xml/current_obs/display.php?stid=KIXA,NC
"Hatteras, Mitchell Field (KHSE)",KHSE,http://w1.weather.gov/xml/current_obs/display.php?stid=KHSE,NC
Henderson-Oxford Airport (KHNZ),KHNZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KHNZ,NC
"Hickory, Hickory Regional Airport (KHKY)",KHKY,http://w1.weather.gov/xml/current_obs/display.php?stid=KHKY,NC
Jackson County Airport (K24A),K24A,http://w1.weather.gov/xml/current_obs/display.php?stid=K24A,NC
"Jacksonville, Albert J Ellis Airport (KOAJ)",KOAJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KOAJ,NC
"Jefferson, Ashe County Airport (KGEV)",KGEV,http://w1.weather.gov/xml/current_obs/display.php?stid=KGEV,NC
